APPCH:010,A,R06,RIKOX,RIKOX,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,RIKOX,PEVLI,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06,SATEV,SATEV,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06,SATEV,PEVLI,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R06, ,PEVLI,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R06, ,OBNIL,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0550,0050,+,01400,     ,     , ,   ,    ,   ,RW06,CY,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R06, ,RW06,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0550,0042, ,00273,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R06, ,TATBU,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R06, ,TATBU,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0550,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R24,MIRAN,MIRAN,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R24,MIRAN,KANOV,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R24,PEPVI,PEPVI,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R24,PEPVI,KANOV,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R24, ,KANOV,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R24, ,DEDBA,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2450,0050,+,01500,     ,     , ,   ,    ,   ,AGDIM,CY,P,C, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R24, ,AGDIM,CY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2450,0043, ,00237,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R24, ,SEDIS,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R24, ,SEDIS,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,2450,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW06 ,-1400,      ,00223, ,    , ,   ;N54542606,W059471841,0000;
RWY:RW24 ,     ,      ,00187, ,    , ,   ;N54544746,W059465467,0000;
