APPCH:010,A,R09,BOSBI,BOSBI,DR,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,BOSBI,IKSOS,DR,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,IKSOS,DR,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,ZF501,DR,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0870,0050, ,02600,     ,     , ,   ,    ,   ,IKSOS,DR,P,C, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R09, ,RW09,DR,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0870,0049, ,01041,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R09, ,ZF502,DR,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:050,R,R09, ,BOSBI,DR,P,C,EE H,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW09 ,     ,      ,00992, ,    , ,   ;N13222121,E012363587,0000;
RWY:RW27 ,     ,      ,00991, ,    , ,   ;N13222325,E012373565,0000;
